"origin","date","heading","authors","id","url","dblp_url","std.novelty","positive","negative","subjectivity","max.betweenness","new.terms","rising.terms","established.terms"
"ICALT","2010","Modelling Affect in Learning Environments - Motivation and Methods.","Shazia Afzal, Peter Robinson","179","http://dx.doi.org/10.1109/ICALT.2010.127","db/conf/icalt/icalt2010.html#AfzalR10","0.129318512101428","0.111111111111111","0.0138888888888889","0.125","0",NA,NA,"emot,motiv"
"ICALT","2010","The Effects of Prior Computer Experience and Gender on High School Students' Learning of Computer Science Concepts from Instructional Simulations.","Ming-Puu Chen","183","http://dx.doi.org/10.1109/ICALT.2010.173","db/conf/icalt/icalt2010.html#Chen10","0.113594739572082","0.0795454545454545","0.0340909090909091","0.113636363636364","0","femal,male","gender","motiv"
"ICALT","2010","Checking Semantic Consistency of SCORM like Learning Objects.","Ramzi Farhat, Bruno Defude, Mohamed Jemni","185","http://dx.doi.org/10.1109/ICALT.2010.52","db/conf/icalt/icalt2010.html#FarhatDJ10","-0.25001501853287","0.101123595505618","0.0112359550561798","0.112359550561798","0.0015743919",NA,"risk","profil"
"ICALT","2010","Change Management and Social Networks: The Enabling Role of e-Learning.","Sara Sterlocchi, Aurelio Ravarini","194","http://dx.doi.org/10.1109/ICALT.2010.196","db/conf/icalt/icalt2010.html#SterlocchiR10","-0.0870706918483405","0.024390243902439","0","0.024390243902439","0",NA,NA,"activ"
"ICALT","2010","Designing Game-Based Learning Framework - A Motivation-Driven Approach.","Kuo-Chen Li, Jia-Chi Huang, Jia-Sheng Heh, Cheng-Ting Chen, Hui-Chih Wang, Shiou-Wen Yeh","196","http://dx.doi.org/10.1109/ICALT.2010.66","db/conf/icalt/icalt2010.html#LiHHCWY10","-0.035098339013531","0.0975609756097561","0.0487804878048781","0.146341463414634","0.0007842572",NA,NA,"game,gamebas,motiv"
"ICALT","2010","3D Digital Simulations in Participative Design of the Boulevard in Putrajaya: Implications on Academic, Organizational, and Informal Learning.","Rashidah Ab. Rahman","197","http://dx.doi.org/10.1109/ICALT.2010.8","db/conf/icalt/icalt2010.html#Rahman10","0.229866926621934","0.103896103896104","0","0.103896103896104","0",NA,"besid,public",NA
"ICALT","2010","Offline Mobile Learning: Open Platforms for ICT4D.","Sujan Shrestha, John P. T. Moore, José L. Abdelnour-Nocera","219","http://dx.doi.org/10.1109/ICALT.2010.199","db/conf/icalt/icalt2010.html#ShresthaMA10","0.0555544056710143","0.05","0.05","0.1","0",NA,NA,NA
"ICALT","2010","SeGAE: A Serious Game Authoring Environment.","Amel Yessad, Jean-Marc Labat, François Kermorvant","220","http://dx.doi.org/10.1109/ICALT.2010.153","db/conf/icalt/icalt2010.html#YessadLK10","-0.503924815632604","0.101851851851852","0.037037037037037","0.138888888888889","5.2652378616335e-06",NA,"serious","condit,game,gamebas,motiv"
"ICALT","2010","Personalized Game Based Mobile Learning to Assist High School Students with Mathematics.","Vani Kalloo, Kinshuk, Permanand Mohan","233","http://dx.doi.org/10.1109/ICALT.2010.140","db/conf/icalt/icalt2010.html#KallooKM10","0.212161402841665","0.0588235294117647","0.0392156862745098","0.0980392156862745","0.0260216467",NA,NA,"game,gamebas,motiv"
"ICALT","2010","Perceptions and Illusions about Adaptivity and Their Effects on Learning Outcomes.","Mieke Vandewaetere, Geraldine Clarebout","241","http://dx.doi.org/10.1109/ICALT.2010.139","db/conf/icalt/icalt2010.html#VandewaetereC10","-0.0149974286764374","0.12","0","0.12","7.52176837376e-08",NA,NA,NA
"ICALT","2010","An Online Collaborative Learning Platform with Annotation on Figures.","Ping-Lin Fan, Hsueh-Wu Wang, Wei-Hsien Wu, Su-Ju Lu, Min-Chung Ke, Han-Jang Wu","247","http://dx.doi.org/10.1109/ICALT.2010.41","db/conf/icalt/icalt2010.html#FanWWLKW10","0.182108785746597","0.119047619047619","0","0.119047619047619","0",NA,"figur",NA
"ICALT","2010","Automarking: Automatic Assessment of Open Questions.","Laurie Ane Cutrone, Maiga Chang","268","http://dx.doi.org/10.1109/ICALT.2010.47","db/conf/icalt/icalt2010.html#CutroneC10","0.171583130420486","0.111111111111111","0.0202020202020202","0.131313131313131","0.009803666",NA,"probabilist","conduct"
"ICALT","2010","Supporting Collaborative Learning Processes in CVEs by Augmenting Student Avatars, with Nonverbal Communication Features.","Thrasyvoulos Tsiatsos, Theodouli Terzidou","273","http://dx.doi.org/10.1109/ICALT.2010.164","db/conf/icalt/icalt2010.html#TsiatsosT10","-0.0412172002259187","0.102564102564103","0","0.102564102564103","3.961464676848e-06",NA,NA,"conduct"
"ICALT","2010","Personalizing Learning Processes by Data Mining.","Rainer Knauf, Yoshitaka Sakurai, Kouhei Takada, Setsuo Tsuruta","279","http://dx.doi.org/10.1109/ICALT.2010.141","db/conf/icalt/icalt2010.html#KnaufSTT10","-0.291274703693787","0.107142857142857","0","0.107142857142857","0.0002346482",NA,NA,"path,profil"
"ICALT","2010","Applying and Reusing Knowledge in a Repository.","Isabel Azevedo, Adela Ortiz, Carlos Vaz de Carvalho, Rui Seiça, Eurico Carrapatoso","284","http://dx.doi.org/10.1109/ICALT.2010.44","db/conf/icalt/icalt2010.html#AzevedoOCSC10","-0.321701331594202","0.1","0","0.1","4.889149442945e-07",NA,NA,NA
"ICALT","2010","Evaluating the Effectiveness and Motivational Impact of Replacing a Human Instructor by Mobile Devices for Teaching Network Services Configuration to Telecommunication Engineering Students.","Mario Muñoz Organero, Gustavo Ramírez González, Pedro J. Muñoz Merino, Carlos Delgado Kloos","285","http://dx.doi.org/10.1109/ICALT.2010.83","db/conf/icalt/icalt2010.html#OrganeroGMK10","0.0965806112172152","0.04","0","0.04","0.005255363",NA,NA,"activ,motiv"
"ICALT","2010","Towards a More Fluid Learning Environment Based on Virtual Communities.","Luigi Colazzo, Andrea Molinari, Nicola Villa","288","http://dx.doi.org/10.1109/ICALT.2010.217","db/conf/icalt/icalt2010.html#ColazzoMV10","-0.166807315955437","0.0851063829787234","0","0.0851063829787234","0",NA,NA,NA
"ICALT","2010","Taking Advantage of Web 2.0 and Video Resources for Developing a Social Service: Babelium Project, the Web Community for Foreign Language Speaking Practice.","Silvia Sanz-Santamaría, Juan Antonio Pereira Varela, Julián Gutiérrez Serrano","296","http://dx.doi.org/10.1109/ICALT.2010.169","db/conf/icalt/icalt2010.html#Sanz-SantamariaVS10","0.00408999668952162","0.111111111111111","0","0.111111111111111","0",NA,NA,"video"
"ICALT","2010","Mobile Learning & Commuting: Contextual Inquiry and Design of Mobile Scenarios.","Eva Patrícia Gil Rodríguez, Pablo Rebaque-Rivas","304","http://dx.doi.org/10.1109/ICALT.2010.215","db/conf/icalt/icalt2010.html#RodriguezR10","-0.0104847769389442","0.0185185185185185","0","0.0185185185185185","0",NA,NA,NA
"ICALT","2010","Injecting Pedagogical Constraints into Sequential Learning Pattern Mining.","Mingming Zhou, Yabo Xu","346","http://dx.doi.org/10.1109/ICALT.2010.108","db/conf/icalt/icalt2010.html#ZhouX10","0.0276944146717535","0.15","0","0.15","0",NA,NA,NA
"ICALT","2010","Supporting Exception Handling in Scripted Collaborative Courses.","Roberto Perez-Rodriguez, Manuel Caeiro Rodríguez, Luis E. Anido-Rifón","352","http://dx.doi.org/10.1109/ICALT.2010.165","db/conf/icalt/icalt2010.html#Perez-RodriguezRA10","0.0234298960264646","0.0769230769230769","0.0256410256410256","0.102564102564103","0.0026643005",NA,NA,NA
"ICALT","2010","Analysis of the Advantages of Using Tablet PC in e-Learning.","Masahiro Ando, Maomi Ueno","371","http://dx.doi.org/10.1109/ICALT.2010.42","db/conf/icalt/icalt2010.html#AndoU10","-0.207121724244434","0.0746268656716418","0","0.0746268656716418","0.0008961059",NA,"tablet",NA
"ICALT","2010","Supporting Cognitive Competence Development in Virtual Classrooms - Personal Learning Management and Evaluation Using Pedagogical Agents.","Stefan Weinbrenner, Heinz Ulrich Hoppe, Linda Leal, Milcon Montenegro, William Vargas, Luis Maldonado","386","http://dx.doi.org/10.1109/ICALT.2010.163","db/conf/icalt/icalt2010.html#WeinbrennerHLMVM10","-0.0964608269717104","0.105263157894737","0","0.105263157894737","0.0103883807",NA,NA,NA
"ICALT","2010","Continuous Use of Authoring for Adaptive Educational Hypermedia: A Long-term Case Study.","Jonathan G. K. Foss, Alexandra I. Cristea, Maurice Hendrix","406","http://dx.doi.org/10.1109/ICALT.2010.59","db/conf/icalt/icalt2010.html#FossCH10","-0.188320889966286","0.114285714285714","0.0142857142857143","0.128571428571429","0.0178372985",NA,NA,"activ"
"ICALT","2010","Course Ranking and Automated Suggestions through Web Mining.","Stavros Valsamidis, Ioannis Kazanidis, Sotirios Kontogiannis, Alexandros Karakos","451","http://dx.doi.org/10.1109/ICALT.2010.60","db/conf/icalt/icalt2010.html#ValsamidisKKK10","0.0850936816107501","0.0333333333333333","0","0.0333333333333333","1.57957135849e-06",NA,NA,NA
"ICALT","2010","Designing Tutoring Activity - An Extension of Two EMLs, Based on an Organizational Model of Tutoring.","Patricia Gounon, Pascal Leroux","455","http://dx.doi.org/10.1109/ICALT.2010.67","db/conf/icalt/icalt2010.html#GounonL10","-0.609145094233478","0.106382978723404","0.0212765957446809","0.127659574468085","5.265237861633e-07",NA,NA,"activ,tutor"
"ICALT","2010","Browsing E-Lecture Libraries on Mobile Devices: A Spatial Interaction Concept.","Jochen Huber, Jürgen Steimle, Simon Olberding, Roman Lissermann, Max Mühlhäuser","460","http://dx.doi.org/10.1109/ICALT.2010.49","db/conf/icalt/icalt2010.html#HuberSOLM10","0.110896391593851","0.104477611940299","0","0.104477611940299","1.128265256064e-07",NA,NA,"video"
"ICALT","2010","DULP Perspectives in a Learning Management System.","Francesco Di Cerbo, Gabriella Dodero, Paola Forcheri","463","http://dx.doi.org/10.1109/ICALT.2010.210","db/conf/icalt/icalt2010.html#CerboDF10","0.189907412699018","0.0256410256410256","0.0256410256410256","0.0512820512820513","0.0006728974",NA,NA,NA
"ICALT","2010","Transfer of Educational Methods through Open Sourcing of Learning Management Systems.","Imed Hammouda, Rami Laine, Jari Peltonen","481","http://dx.doi.org/10.1109/ICALT.2010.185","db/conf/icalt/icalt2010.html#HammoudaLP10","0.0996130318190453","0.232558139534884","0.0232558139534884","0.255813953488372","4.513061024257e-07",NA,NA,NA
"ICALT","2010","Tool for Generation IMS-QTI v2.1 Files with Java Server Faces.","Antonio García-Cabot, Roberto Barchino, Luis de Marcos, Eva García, José Ramón Hilera, José María Gutiérrez, Salvador Otón, José-Javier Martínez, José Antonio Gutiérrez","497","http://dx.doi.org/10.1109/ICALT.2010.178","db/conf/icalt/icalt2010.html#GarciaBMGHGOMG10","-0.0985884360051023","0.05","0","0.05","1.128265256064e-07",NA,"qti",NA
"ICALT","2010","Modelling Computer Game Based Educational Experience for Teaching Children about Emergencies.","Mario Rafael Ruiz Vargas, Telmo Zarraonandia, Paloma Díaz, Ignacio Aedo","505","http://dx.doi.org/10.1109/ICALT.2010.128","db/conf/icalt/icalt2010.html#VargasZDA10","-0.232905632390987","0.136363636363636","0.0227272727272727","0.159090909090909","0.0004395865",NA,"risk","game"
"ICALT","2010","Enhancing the Learning Experience by Addressing the Needs of the Learner Through Customization and Personalization in the Learning by Doing Methodology.","Surya Kiran Reddy Karri, Sandhya Kode","509","http://dx.doi.org/10.1109/ICALT.2010.80","db/conf/icalt/icalt2010.html#KK10","0.0540156641696636","0.0909090909090909","0","0.0909090909090909","0",NA,NA,NA
"ICALT","2010","Web Tests in LMS Using Fingerprint Identification.","Charo Gil, Manuel Castro, Mudasser F. Wyne, Russ Meier","514","http://dx.doi.org/10.1109/ICALT.2010.225","db/conf/icalt/icalt2010.html#GilCWM10","0.00598156535494578","0.0454545454545455","0","0.0454545454545455","0.0004741472","fingerprint",NA,NA
"ICALT","2010","Interactive Search Interfaces for Young Children - The PuppyIR Approach.","Andreas Lingnau, Ian Ruthven, Monica Landoni, Frans van der Sluis","515","http://dx.doi.org/10.1109/ICALT.2010.111","db/conf/icalt/icalt2010.html#LingnauRLS10","0.064585653306515","0.15","0.025","0.175","0.0011196511",NA,NA,NA
"ICALT","2010","A Mobile Learning System for Syndromic Surveillance and Diagnosis.","Jingyu Zhang, David Levy, Shiping Chen","532","http://dx.doi.org/10.1109/ICALT.2010.20","db/conf/icalt/icalt2010.html#ZhangLC10","-0.0980626697936039","0.0833333333333333","0.0166666666666667","0.1","0",NA,NA,NA
"ICALT","2010","Increasing Motivation in a Multicultural Learning Setting.","S. Ortiz de Arri, M. Retegi, Inaki Calvo, Ana Arruarte Lasa, Jon A. Elorriaga, Mikel Larrañaga, Urko Rueda","535","http://dx.doi.org/10.1109/ICALT.2010.105","db/conf/icalt/icalt2010.html#ArriRCLELR10","-1.12762442980093","0.0689655172413793","0.0344827586206897","0.103448275862069","2.6163217660069e-06",NA,NA,"motiv"
"ICALT","2010","Scripted Collaborative Learning Based on Collaborative Learning Flow Patterns: A Case Study Using COLLAGE Editor.","Nikos P. Michailidis, Stavros N. Demetriadis, Yannis A. Dimitriadis","536","http://dx.doi.org/10.1109/ICALT.2010.152","db/conf/icalt/icalt2010.html#MichailidisDD10","-0.191183830866973","0.103448275862069","0","0.103448275862069","0.0055167635",NA,NA,NA
"ICALT","2010","Extending Open Space Technology for Blended Learning.","Isabel Pereira, Antonio Dias Figueiredo","537","http://dx.doi.org/10.1109/ICALT.2010.90","db/conf/icalt/icalt2010.html#PereiraF10","0.0200174217576437","0.0333333333333333","0","0.0333333333333333","0",NA,"oral","activ,motiv,strategi"
"ICALT","2010","dinsEditor: A Browser Extension for QTI-Compliant Assessment Item Authoring.","Sungjae Han, Jinjoo Kim, Youngseok Lee, Jaehyuk Cha, Byung-Uk Choi","548","http://dx.doi.org/10.1109/ICALT.2010.71","db/conf/icalt/icalt2010.html#HanKLCC10","0.106366796898251","0.0625","0.0375","0.1","4.7700547770275e-06",NA,"qti",NA
"ICALT","2010","How to See Training Paths in Learning Management Systems?","Philippe Teutsch, Jean-François Bourdet","551","http://dx.doi.org/10.1109/ICALT.2010.98","db/conf/icalt/icalt2010.html#TeutschB10","0.0109292899063201","0.0298507462686567","0.0149253731343284","0.0447761194029851","3.008707349505e-07",NA,NA,"path"
"ICALT","2010","Examining the Effects of the Simultaneous Display of Students' Responses Using a Digital Pen System on Class Activity - A Case Study of an Early Elementary School in Japan.","Taro Sugihara, Takumi Miura, Motoki Miura, Susumu Kunifuji","556","http://dx.doi.org/10.1109/ICALT.2010.85","db/conf/icalt/icalt2010.html#SugiharaMMK10","0.0202847345699594","0.0952380952380952","0","0.0952380952380952","1.504353674752e-07",NA,NA,"activ,conduct,motiv"
"ICALT","2010","Re-engineering of Pedagogical Scenarios Using the Data Combination Language and Usage Tracking Language.","Diem Pham Thi Ngoc, Sébastien Iksal, Christophe Choquet","562","http://dx.doi.org/10.1109/ICALT.2010.145","db/conf/icalt/icalt2010.html#NgocIC10","-0.552647508520296","0.108108108108108","0","0.108108108108108","0.0014361789",NA,"besid",NA
"ICALT","2010","Enhancing Educational Metadata with Mobile Assisted Language Learning Information.","Panayiotis Zervas, Demetrios G. Sampson","565","http://dx.doi.org/10.1109/ICALT.2010.79","db/conf/icalt/icalt2010.html#ZervasS10","-1.03252245768247","0.0989010989010989","0","0.0989010989010989","0.0016776176",NA,NA,"activ,profil"
"ICALT","2010","Simple Learning Design 2.0.","Guillaume Durand, Luc Belliveau, Benjamin Craig","572","http://dx.doi.org/10.1109/ICALT.2010.156","db/conf/icalt/icalt2010.html#DurandBC10","0.0988728862208343","0.0638297872340425","0.0212765957446809","0.0851063829787234","0",NA,NA,NA
"ICALT","2010","Deepthink: A Second Life Environment for Part-time Research Students at a Distance.","Lucia Rapanotti, Leonor Barroca, Maria Vargas-Vera, Ahmad J. Reeves","575","http://dx.doi.org/10.1109/ICALT.2010.61","db/conf/icalt/icalt2010.html#RapanottiBVR10","0.19417703597462","0.0227272727272727","0","0.0227272727272727","0","leader",NA,"conduct"
"ICALT","2010","Model-Driven Development in the Production of Customizable Learning Objects.","Maria de Fatima C. de Souza, José A. de Castro Filho, Rossana M. C. Andrade","584","http://dx.doi.org/10.1109/ICALT.2010.198","db/conf/icalt/icalt2010.html#SouzaFA10","-0.440238075557549","0.0789473684210526","0","0.0789473684210526","4.513061024257e-07",NA,NA,"strategi"
"ICALT","2010","Extending LMS with Collaborative Remote Lab Features.","Mario A. Bochicchio, Antonella Longo","585","http://dx.doi.org/10.1109/ICALT.2010.89","db/conf/icalt/icalt2010.html#BochicchioL10","0.0012995457082257","0.0533333333333333","0.0266666666666667","0.08","0",NA,NA,"activ"
"ICALT","2010","User Centered Model to Provide Accessible e-Learning Systems.","Halima Hebiri, Mohsen Laâbidi, Mohamed Jemni","596","http://dx.doi.org/10.1109/ICALT.2010.207","db/conf/icalt/icalt2010.html#HebiriLJ10","0.0479021816658025","0.136986301369863","0","0.136986301369863","0.0015743919",NA,NA,NA
"ICALT","2010","Extending the IMS LD standard with Adaptability.","Valérie Monfort, Maha Khemaja, Slimane Hammoudi","599","http://dx.doi.org/10.1109/ICALT.2010.91","db/conf/icalt/icalt2010.html#MonfortKH10","-0.0458250331675944","0.153846153846154","0","0.153846153846154","2.8206631401608e-06",NA,NA,NA
"ICALT","2010","A Diversity-Enhanced Genetic Algorithm to Characterize the Questions of a Competitive e-Learning System.","Elena Verdú, María Jesús Verdú, Luisa M. Regueras, Juan Pablo de Castro","600","http://dx.doi.org/10.1109/ICALT.2010.15","db/conf/icalt/icalt2010.html#VerduVRC10","0.00397615888800554","0.0845070422535211","0.0422535211267606","0.126760563380282","0",NA,"competit","activ"
"ICALT","2010","Children's Interactive Behavior and Strategy in a Multi-robots' Collaborative Environment.","Wu-Yuin Hwang, Sheng-Yi Wu, Te-Yuan Yang","604","http://dx.doi.org/10.1109/ICALT.2010.53","db/conf/icalt/icalt2010.html#HwangWY10","-0.0994504121565501","0.0540540540540541","0","0.0540540540540541","0.0006732735",NA,NA,"activ,strategi"
"ICALT","2010","An Online Arabic Learning Environment Based on IMS-QTI.","Abdelkader Abdelkarim, Dalila Souilem Boumisa, Rafik Braham","607","http://dx.doi.org/10.1109/ICALT.2010.40","db/conf/icalt/icalt2010.html#AbdelkarimBB10","-0.044817785478287","0.0694444444444444","0","0.0694444444444444","3.1215338751113e-06",NA,"qti",NA
"ICALT","2010","Re-engineering of the Apprenticeship Electronic Booklet: Adaptation to New Users Requirements.","Lahcen Oubahssi, Pierre Laforcade, Philippe Cottier","619","http://dx.doi.org/10.1109/ICALT.2010.146","db/conf/icalt/icalt2010.html#OubahssiLC10","0.071273079574856","0.0684931506849315","0.0136986301369863","0.0821917808219178","0.0019235895",NA,NA,"conduct"
"ICALT","2010","An Ontology Based Approach for Selection of Appropriate E-learning Personalization Strategy.","Fathi Essalmi, Leila Jemni Ben Ayed, Mohamed Jemni","630","http://dx.doi.org/10.1109/ICALT.2010.209","db/conf/icalt/icalt2010.html#EssalmiAJ10","-0.0141851056742196","0.15","0","0.15","0.0015743919",NA,NA,"strategi"
"ICALT","2010","A Preliminary Study on Learners Physiological Measurements in Educational Hypermedia.","Nikos Tsianos, Panagiotis Germanakos, Zacharias Lekkas, Anna Saliarou, Costas Mourlas, George Samaras","636","http://dx.doi.org/10.1109/ICALT.2010.24","db/conf/icalt/icalt2010.html#TsianosGLSMS10","0.00197824130430945","0.0138888888888889","0.0416666666666667","0.0555555555555556","3.760884186881e-07","blood,heart,puls,selfreport,skin",NA,"conduct,emot"
"ICALT","2010","Helping Students Understand Courses through Written Syntheses: An LSA-Based Online Advisor.","Emmanuelle Villiot-Leclercq, Sonia Mandin, Philippe Dessus, Virginie Zampa","638","http://dx.doi.org/10.1109/ICALT.2010.96","db/conf/icalt/icalt2010.html#Villiot-LeclercqMDZ10","0.0501286197080451","0.0444444444444444","0.0222222222222222","0.0666666666666667","0.0009491561",NA,NA,"activ,tutor"
"ICALT","2010","Playing Games on the Screen: Adapting Mouse Interaction at Early Ages.","Juan Enrique Agudo, Héctor Sánchez, Mercedes Rico","639","http://dx.doi.org/10.1109/ICALT.2010.142","db/conf/icalt/icalt2010.html#AgudoSR10","0.107290449034577","0.0571428571428571","0.0142857142857143","0.0714285714285714","0",NA,"serious","activ,game"
"ICALT","2010","Towards a Competence Based System for Recommending Study Materials (CBSR).","Athitaya Nitchot, Lester Gilbert, Gary B. Wills","647","http://dx.doi.org/10.1109/ICALT.2010.179","db/conf/icalt/icalt2010.html#NitchotGW10","-0.0994504121565501","0.137931034482759","0.0172413793103448","0.155172413793103","0.0021408748",NA,"risk","profil,tutor"
"ICALT","2010","Learning Styles and Teaching Strategies to Improve the SCORM Learning Objects Quality.","Javier Enrique Rojas Moreno, Bruno Defude","660","http://dx.doi.org/10.1109/ICALT.2010.121","db/conf/icalt/icalt2010.html#MorenoD10","-0.440238075557549","0.0888888888888889","0","0.0888888888888889","0.0012788508",NA,NA,"profil,strategi"
"ICALT","2010","How to Instrument a Community of Practice Dedicated to Project Based Pedagogy Tutors: A Solution Based on Case Based Reasoning.","Céline Quénu-Joiron, Dominique Leclet","667","http://dx.doi.org/10.1109/ICALT.2010.97","db/conf/icalt/icalt2010.html#Quenu-JoironL10","-2.17648581167951","0.0793650793650794","0.0317460317460317","0.111111111111111","0.0004489932",NA,NA,"activ,tutor"
